
============================================================
SHEET: Lịch thi
============================================================

Unnamed: 0 | TRƯỜNG ĐH CÔNG NGHỆ THÔNG TIN | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 | CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM | Unnamed: 11 | Unnamed: 12 | Unnamed: 13 | Unnamed: 14 | Unnamed: 15 | Unnamed: 16
23 | MA006 | Giải tích | MA006.Q119 | Lê Huỳnh Mỹ Vân | 20 | BMTL | 03-11-2025 | 2 | 2 | B5.12 | 35 | CQUI | 1 | 1 | 1 | 2025
24 | MA006 | Giải tích | MA006.Q12 | Hà Mạnh Linh | 20 | BMTL | 03-11-2025 | 2 | 2 | B5.14 | 63 | CQUI | 1 | 1 | 1 | 2025
25 | MA006 | Giải tích | MA006.Q12.CNVN | Trần Đức Thành | 20 | BMTL | 03-11-2025 | 2 | 2 | C214 | 46 | CQ-VN | 1 | 1 | 1 | 2025
26 | MA006 | Giải tích | MA006.Q120 | Mai Thành Long | 20 | BMTL | 03-11-2025 | 2 | 2 | B7.04 | 35 | CQUI | 1 | 1 | 1 | 2025
27 | MA006 | Giải tích | MA006.Q120 | Mai Thành Long | 20 | BMTL | 03-11-2025 | 2 | 2 | B7.06 | 35 | CQUI | 1 | 1 | 1 | 2025
28 | MA006 | Giải tích | MA006.Q121 | Hà Mạnh Linh | 20 | BMTL | 03-11-2025 | 2 | 2 | B4.14 | 61 | CQUI | 1 | 1 | 1 | 2025
29 | MA006 | Giải tích | MA006.Q122 | Trần Đức Thành | 20 | BMTL | 03-11-2025 | 2 | 2 | B9.02 | 55 | CQUI | 1 | 1 | 1 | 2025
30 | MA006 | Giải tích | MA006.Q123 | Hà Mạnh Linh | 20 | BMTL | 03-11-2025 | 2 | 2 | B6.06 | 61 | CQUI | 1 | 1 | 1 | 2025
31 | MA006 | Giải tích | MA006.Q124 | Lê Hoàng Tuấn | 20 | BMTL | 03-11-2025 | 2 | 2 | C202 | 30 | CQUI | 1 | 1 | 1 | 2025
32 | MA006 | Giải tích | MA006.Q124 | Lê Hoàng Tuấn | 20 | BMTL | 03-11-2025 | 2 | 2 | C102 | 37 | CQUI | 1 | 1 | 1 | 2025
33 | MA006 | Giải tích | MA006.Q125 | Hà Mạnh Linh | 20 | BMTL | 03-11-2025 | 2 | 2 | B7.02 | 62 | CQUI | 1 | 1 | 1 | 2025
34 | MA006 | Giải tích | MA006.Q126 | Lê Huỳnh Mỹ Vân | 20 | BMTL | 03-11-2025 | 2 | 2 | B6.12 | 66 | CQUI | 1 | 1 | 1 | 2025
35 | MA006 | Giải tích | MA006.Q13 | Hà Mạnh Linh | 20 | BMTL | 03-11-2025 | 2 | 2 | C307 | 25 | CQUI | 1 | 1 | 1 | 2025
36 | MA006 | Giải tích | MA006.Q13 | Hà Mạnh Linh | 20 | BMTL | 03-11-2025 | 2 | 2 | C309 | 41 | CQUI | 1 | 1 | 1 | 2025
37 | MA006 | Giải tích | MA006.Q13.CNVN | Trần Đức Thành | 20 | BMTL | 03-11-2025 | 2 | 2 | E41 | 21 | CQ-VN | 1 | 1 | 1 | 2025
38 | MA006 | Giải tích | MA006.Q13.CNVN | Trần Đức Thành | 20 | BMTL | 03-11-2025 | 2 | 2 | E42 | 22 | CQ-VN | 1 | 1 | 1 | 2025
39 | MA006 | Giải tích | MA006.Q13.CNVN | Trần Đức Thành | 20 | BMTL | 03-11-2025 | 2 | 2 | E44 | 22 | CQ-VN | 1 | 1 | 1 | 2025
40 | MA006 | Giải tích | MA006.Q14 | Lê Hoàng Tuấn | 20 | BMTL | 03-11-2025 | 2 | 2 | B3.14 | 64 | CQUI | 1 | 1 | 1 | 2025
41 | MA006 | Giải tích | MA006.Q14.CNVN | Nguyễn Văn Hợi | 20 | BMTL | 03-11-2025 | 2 | 2 | C305 | 25 | CQ-VN | 1 | 1 | 1 | 2025
42 | MA006 | Giải tích | MA006.Q14.CNVN | Nguyễn Văn Hợi | 20 | BMTL | 03-11-2025 | 2 | 2 | C302 | 35 | CQ-VN | 1 | 1 | 1 | 2025
43 | MA006 | Giải tích | MA006.Q15 | Lê Hoàng Tuấn | 20 | BMTL | 03-11-2025 | 2 | 2 | B6.08 | 35 | CQUI | 1 | 1 | 1 | 2025
44 | MA006 | Giải tích | MA006.Q15 | Lê Hoàng Tuấn | 20 | BMTL | 03-11-2025 | 2 | 2 | B6.10 | 36 | CQUI | 1 | 1 | 1 | 2025
45 | MA006 | Giải tích | MA006.Q16 | Lê Huỳnh Mỹ Vân | 20 | BMTL | 03-11-2025 | 2 | 2 | B1.04 | 30 | CQUI | 1 | 1 | 1 | 2025
46 | MA006 | Giải tích | MA006.Q16 | Lê Huỳnh Mỹ Vân | 20 | BMTL | 03-11-2025 | 2 | 2 | B3.20 | 44 | CQUI | 1 | 1 | 1 | 2025
47 | MA006 | Giải tích | MA006.Q17 | Lê Hoàng Tuấn | 20 | BMTL | 03-11-2025 | 2 | 2 | C311 | 39 | CQUI | 1 | 1 | 1 | 2025
48 | MA006 | Giải tích | MA006.Q17 | Lê Hoàng Tuấn | 20 | BMTL | 03-11-2025 | 2 | 2 | C314 | 40 | CQUI | 1 | 1 | 1 | 2025
49 | MA006 | Giải tích | MA006.Q18 | Hà Mạnh Linh | 20 | BMTL | 03-11-2025 | 2 | 2 | B1.16 | 40 | CQUI | 1 | 1 | 1 | 2025
50 | MA006 | Giải tích | MA006.Q18 | Hà Mạnh Linh | 20 | BMTL | 03-11-2025 | 2 | 2 | B1.18 | 41 | CQUI | 1 | 1 | 1 | 2025
51 | MA006 | Giải tích | MA006.Q19 | Nguyễn Minh Trí | 20 | BMTL | 03-11-2025 | 2 | 2 | B1.06 | 30 | CQUI | 1 | 1 | 1 | 2025
52 | MA006 | Giải tích | MA006.Q19 | Nguyễn Minh Trí | 20 | BMTL | 03-11-2025 | 2 | 2 | B1.20 | 48 | CQUI | 1 | 1 | 1 | 2025
53 | CS4283 | Mạng máy tính | CS4283.Q11.CTTT | Lê Trung Quân | 19 | HTTT | 03-11-2025 | 2 | 1 | B1.20 | 39 | CTTT | 1 | 1 | 1 | 2025
54 | CS4283 | Mạng máy tính | CS4283.Q12.CTTT | Lê Trung Quân | 19 | HTTT | 03-11-2025 | 2 | 1 | B1.22 | 37 | CTTT | 1 | 1 | 1 | 2025
55 | IT005 | Nhập môn mạng máy tính | IT005.Q11 | Trần Thị Dung | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B3.20 | 35 | CQUI | 1 | 1 | 1 | 2025
56 | IT005 | Nhập môn mạng máy tính | IT005.Q11 | Trần Thị Dung | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B3.22 | 36 | CQUI | 1 | 1 | 1 | 2025
57 | IT005 | Nhập môn mạng máy tính | IT005.Q11.CNVN | Nguyễn Tấn Hoàng Phước | 19 | MMT&TT | 03-11-2025 | 2 | 3 | C314 | 35 | CQ-VN | 1 | 1 | 1 | 2025
58 | IT005 | Nhập môn mạng máy tính | IT005.Q11.CNVN | Nguyễn Tấn Hoàng Phước | 19 | MMT&TT | 03-11-2025 | 2 | 3 | C214 | 36 | CQ-VN | 1 | 1 | 1 | 2025
59 | IT005 | Nhập môn mạng máy tính | IT005.Q110 | Trần Bá Nhiệm | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B4.10 | 34 | CQUI | 1 | 1 | 1 | 2025
60 | IT005 | Nhập môn mạng máy tính | IT005.Q110 | Trần Bá Nhiệm | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B4.12 | 35 | CQUI | 1 | 1 | 1 | 2025
61 | IT005 | Nhập môn mạng máy tính | IT005.Q111 | Đỗ Thị Hương Lan | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B1.20 | 36 | CQUI | 1 | 1 | 1 | 2025
62 | IT005 | Nhập môn mạng máy tính | IT005.Q111 | Đỗ Thị Hương Lan | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B1.22 | 37 | CQUI | 1 | 1 | 1 | 2025
63 | IT005 | Nhập môn mạng máy tính | IT005.Q112 | Mai Văn Cường | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B5.10 | 35 | CQUI | 1 | 1 | 1 | 2025
64 | IT005 | Nhập môn mạng máy tính | IT005.Q112 | Mai Văn Cường | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B5.12 | 35 | CQUI | 1 | 1 | 1 | 2025
65 | IT005 | Nhập môn mạng máy tính | IT005.Q113 | Phan Xuân Thiện | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B5.14 | 70 | CQUI | 1 | 1 | 1 | 2025
66 | IT005 | Nhập môn mạng máy tính | IT005.Q114 | Nguyễn Văn Bảo | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B1.14 | 70 | CQUI | 1 | 1 | 1 | 2025
67 | IT005 | Nhập môn mạng máy tính | IT005.Q115 | Bùi Thanh Bình | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B1.06 | 30 | CQUI | 1 | 1 | 1 | 2025
68 | IT005 | Nhập môn mạng máy tính | IT005.Q115 | Bùi Thanh Bình | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B1.18 | 40 | CQUI | 1 | 1 | 1 | 2025
69 | IT005 | Nhập môn mạng máy tính | IT005.Q116 | Nguyễn Phước Bảo Long | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B1.02 | 30 | CQUI | 1 | 1 | 1 | 2025
70 | IT005 | Nhập môn mạng máy tính | IT005.Q116 | Nguyễn Phước Bảo Long | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B1.16 | 40 | CQUI | 1 | 1 | 1 | 2025
71 | IT005 | Nhập môn mạng máy tính | IT005.Q118 | Nguyễn Phước Bảo Long | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B7.02 | 69 | CQUI | 1 | 1 | 1 | 2025
72 | IT005 | Nhập môn mạng máy tính | IT005.Q119 | Huỳnh Văn Đặng | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B6.06 | 68 | CQUI | 1 | 1 | 1 | 2025
73 | IT005 | Nhập môn mạng máy tính | IT005.Q12 | Tô Nguyễn Nhật Quang | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B3.10 | 35 | CQUI | 1 | 1 | 1 | 2025
74 | IT005 | Nhập môn mạng máy tính | IT005.Q12 | Tô Nguyễn Nhật Quang | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B3.12 | 35 | CQUI | 1 | 1 | 1 | 2025
75 | IT005 | Nhập môn mạng máy tính | IT005.Q12.CNVN | Phan Trung Phát | 19 | MMT&TT | 03-11-2025 | 2 | 3 | C309 | 34 | CQ-VN | 1 | 1 | 1 | 2025
76 | IT005 | Nhập môn mạng máy tính | IT005.Q12.CNVN | Phan Trung Phát | 19 | MMT&TT | 03-11-2025 | 2 | 3 | C311 | 34 | CQ-VN | 1 | 1 | 1 | 2025
77 | IT005 | Nhập môn mạng máy tính | IT005.Q121 | Nguyễn Huỳnh Quốc Việt | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B6.08 | 37 | CQUI | 1 | 1 | 1 | 2025
78 | IT005 | Nhập môn mạng máy tính | IT005.Q13 | Văn Thiên Luân | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B6.12 | 69 | CQUI | 1 | 1 | 1 | 2025
79 | IT005 | Nhập môn mạng máy tính | IT005.Q14 | Nguyễn Khánh Thuật | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B4.14 | 68 | CQUI | 1 | 1 | 1 | 2025
80 | IT005 | Nhập môn mạng máy tính | IT005.Q15 | Thái Huy Tân | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B3.14 | 50 | CQUI | 1 | 1 | 1 | 2025
81 | IT005 | Nhập môn mạng máy tính | IT005.Q16 | Đặng Lê Bảo Chương | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B3.16 | 35 | CQUI | 1 | 1 | 1 | 2025
82 | IT005 | Nhập môn mạng máy tính | IT005.Q16 | Đặng Lê Bảo Chương | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B3.18 | 35 | CQUI | 1 | 1 | 1 | 2025
83 | IT005 | Nhập môn mạng máy tính | IT005.Q17 | Trần Mạnh Hùng | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B6.02 | 35 | CQUI | 1 | 1 | 1 | 2025
84 | IT005 | Nhập môn mạng máy tính | IT005.Q17 | Trần Mạnh Hùng | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B6.04 | 35 | CQUI | 1 | 1 | 1 | 2025
85 | IT005 | Nhập môn mạng máy tính | IT005.Q18 | Lê Minh Khánh Hội | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B4.16 | 36 | CQUI | 1 | 1 | 1 | 2025
86 | IT005 | Nhập môn mạng máy tính | IT005.Q18 | Lê Minh Khánh Hội | 0 | MMT&TT | 03-11-2025 | 2 | 3 | B4.18 | 36 | CQUI | 1 | 1 | 1 | 2025
87 | MA005 | Xác suất thống kê | MA005.Q11 | Lê Sĩ Đồng | 0 | BMTL | 04-11-2025 | 3 | 1 | B4.14 | 69 | CQUI | 1 | 1 | 1 | 2025
88 | MA005 | Xác suất thống kê | MA005.Q12 | Phan Hoàng Chương | 0 | BMTL | 04-11-2025 | 3 | 1 | B1.14 | 66 | CQUI | 1 | 1 | 1 | 2025
89 | MA005 | Xác suất thống kê | MA005.Q13 | Lê Sĩ Đồng | 0 | BMTL | 04-11-2025 | 3 | 1 | B3.14 | 61 | CQUI | 1 | 1 | 1 | 2025
90 | MA005 | Xác suất thống kê | MA005.Q14 | Mai Thành Long | 0 | BMTL | 04-11-2025 | 3 | 1 | B5.14 | 72 | CQUI | 1 | 1 | 1 | 2025
91 | MA005 | Xác suất thống kê | MA005.Q15 | Phan Hoàng Chương | 0 | BMTL | 04-11-2025 | 3 | 1 | B6.06 | 68 | CQUI | 1 | 1 | 1 | 2025
92 | CS2134 | Khoa học máy tính | CS2134.Q11.CTTT | Ngô Đức Thành | 20 | HTTT | 04-11-2025 | 3 | 1 | B1.20 | 39 | CTTT | 1 | 1 | 1 | 2025
93 | CS2134 | Khoa học máy tính | CS2134.Q12.CTTT | Ngô Đức Thành | 20 | HTTT | 04-11-2025 | 3 | 1 | B1.22 | 40 | CTTT | 1 | 1 | 1 | 2025
94 | STAT4033 | Thống kê | STAT4033.Q11.CTTT | Nguyễn Minh Trí | 19 | HTTT | 04-11-2025 | 3 | 1 | B1.18 | 35 | CTTT | 1 | 1 | 1 | 2025
95 | IT004 | Cơ sở dữ liệu | IT004.Q11 | Mai Xuân Hùng | 0 | HTTT | 04-11-2025 | 3 | 2 | B3.10 | 40 | CQUI | 1 | 1 | 1 | 2025
96 | IT004 | Cơ sở dữ liệu | IT004.Q11 | Mai Xuân Hùng | 0 | HTTT | 04-11-2025 | 3 | 2 | B3.12 | 40 | CQUI | 1 | 1 | 1 | 2025
97 | IT004 | Cơ sở dữ liệu | IT004.Q11.CNVN | Tạ Việt Phương | 19 | HTTT | 04-11-2025 | 3 | 2 | C213 | 37 | CQ-VN | 1 | 1 | 1 | 2025
98 | IT004 | Cơ sở dữ liệu | IT004.Q11.CNVN | Tạ Việt Phương | 19 | HTTT | 04-11-2025 | 3 | 2 | C214 | 38 | CQ-VN | 1 | 1 | 1 | 2025
99 | IT004 | Cơ sở dữ liệu | IT004.Q11.CTTN | Mai Văn Cường | 19 | HTTT | 04-11-2025 | 3 | 2 | C309 | 32 | CNTN | 1 | 1 | 1 | 2025
100 | IT004 | Cơ sở dữ liệu | IT004.Q11.CTTN | Mai Văn Cường | 19 | HTTT | 04-11-2025 | 3 | 2 | C311 | 33 | CNTN | 1 | 1 | 1 | 2025
101 | IT004 | Cơ sở dữ liệu | IT004.Q110 | Huỳnh Đức Huy | 0 | HTTT | 04-11-2025 | 3 | 2 | B1.20 | 45 | CQUI | 1 | 1 | 1 | 2025
102 | IT004 | Cơ sở dữ liệu | IT004.Q110 | Huỳnh Đức Huy | 0 | HTTT | 04-11-2025 | 3 | 2 | B1.22 | 45 | CQUI | 1 | 1 | 1 | 2025
103 | IT004 | Cơ sở dữ liệu | IT004.Q111 | Nguyễn Hồ Duy Trí | 0 | HTTT | 04-11-2025 | 3 | 2 | B7.04 | 45 | CQUI | 1 | 1 | 1 | 2025
104 | IT004 | Cơ sở dữ liệu | IT004.Q111 | Nguyễn Hồ Duy Trí | 0 | HTTT | 04-11-2025 | 3 | 2 | B7.06 | 45 | CQUI | 1 | 1 | 1 | 2025
105 | IT004 | Cơ sở dữ liệu | IT004.Q112 | Mai Xuân Hùng | 0 | HTTT | 04-11-2025 | 3 | 2 | B1.16 | 45 | CQUI | 1 | 1 | 1 | 2025
106 | IT004 | Cơ sở dữ liệu | IT004.Q112 | Mai Xuân Hùng | 0 | HTTT | 04-11-2025 | 3 | 2 | B1.18 | 45 | CQUI | 1 | 1 | 1 | 2025
107 | IT004 | Cơ sở dữ liệu | IT004.Q113 | Huỳnh Thiện Ý | 0 | HTTT | 04-11-2025 | 3 | 2 | B6.04 | 40 | CQUI | 1 | 1 | 1 | 2025
108 | IT004 | Cơ sở dữ liệu | IT004.Q113 | Huỳnh Thiện Ý | 0 | HTTT | 04-11-2025 | 3 | 2 | B4.20 | 50 | CQUI | 1 | 1 | 1 | 2025
109 | IT004 | Cơ sở dữ liệu | IT004.Q114 | Vũ Minh Sang | 0 | HTTT | 04-11-2025 | 3 | 2 | B6.12 | 86 | CQUI | 1 | 1 | 1 | 2025
110 | IT004 | Cơ sở dữ liệu | IT004.Q115 | Nguyễn Hồ Duy Tri | 0 | HTTT | 04-11-2025 | 3 | 2 | B4.10 | 30 | CQUI | 1 | 1 | 1 | 2025
111 | IT004 | Cơ sở dữ liệu | IT004.Q115 | Nguyễn Hồ Duy Tri | 0 | HTTT | 04-11-2025 | 3 | 2 | B6.06 | 60 | CQUI | 1 | 1 | 1 | 2025
112 | IT004 | Cơ sở dữ liệu | IT004.Q116 | Nguyễn Đình Loan Phương | 0 | HTTT | 04-11-2025 | 3 | 2 | B5.14 | 88 | CQUI | 1 | 1 | 1 | 2025
113 | IT004 | Cơ sở dữ liệu | IT004.Q117 | Dương Phi Long | 0 | HTTT | 04-11-2025 | 3 | 2 | B4.12 | 30 | CQUI | 1 | 1 | 1 | 2025
114 | IT004 | Cơ sở dữ liệu | IT004.Q117 | Dương Phi Long | 0 | HTTT | 04-11-2025 | 3 | 2 | B1.14 | 65 | CQUI | 1 | 1 | 1 | 2025
115 | IT004 | Cơ sở dữ liệu | IT004.Q118 | Tạ Việt Phương | 0 | HTTT | 04-11-2025 | 3 | 2 | B6.02 | 40 | CQUI | 1 | 1 | 1 | 2025
116 | IT004 | Cơ sở dữ liệu | IT004.Q118 | Tạ Việt Phương | 0 | HTTT | 04-11-2025 | 3 | 2 | B4.22 | 50 | CQUI | 1 | 1 | 1 | 2025
117 | IT004 | Cơ sở dữ liệu | IT004.Q12 | Nguyễn Hồ Duy Tri | 0 | HTTT | 04-11-2025 | 3 | 2 | B3.16 | 40 | CQUI | 1 | 1 | 1 | 2025
118 | IT004 | Cơ sở dữ liệu | IT004.Q12 | Nguyễn Hồ Duy Tri | 0 | HTTT | 04-11-2025 | 3 | 2 | B3.18 | 40 | CQUI | 1 | 1 | 1 | 2025
119 | IT004 | Cơ sở dữ liệu | IT004.Q12.CNVN | Đỗ Thị Minh Phụng | 19 | HTTT | 04-11-2025 | 3 | 2 | C102 | 36 | CQ-VN | 1 | 1 | 1 | 2025
120 | IT004 | Cơ sở dữ liệu | IT004.Q12.CNVN | Đỗ Thị Minh Phụng | 19 | HTTT | 04-11-2025 | 3 | 2 | C202 | 36 | CQ-VN | 1 | 1 | 1 | 2025
121 | IT004 | Cơ sở dữ liệu | IT004.Q13 | Huỳnh Đức Huy | 0 | HTTT | 04-11-2025 | 3 | 2 | B5.10 | 44 | CQUI | 1 | 1 | 1 | 2025
122 | IT004 | Cơ sở dữ liệu | IT004.Q13 | Huỳnh Đức Huy | 0 | HTTT | 04-11-2025 | 3 | 2 | B5.12 | 45 | CQUI | 1 | 1 | 1 | 2025
123 | IT004 | Cơ sở dữ liệu | IT004.Q14 | Nguyễn Hồ Duy Trí | 0 | HTTT | 04-11-2025 | 3 | 2 | B6.08 | 44 | CQUI | 1 | 1 | 1 | 2025
124 | IT004 | Cơ sở dữ liệu | IT004.Q14 | Nguyễn Hồ Duy Trí | 0 | HTTT | 04-11-2025 | 3 | 2 | B6.10 | 45 | CQUI | 1 | 1 | 1 | 2025
125 | IT004 | Cơ sở dữ liệu | IT004.Q15 | Trần Hưng Nghiệp | 0 | HTTT | 04-11-2025 | 3 | 2 | B7.02 | 76 | CQUI | 1 | 1 | 1 | 2025
126 | IT004 | Cơ sở dữ liệu | IT004.Q16 | Vũ Minh Sang | 0 | HTTT | 04-11-2025 | 3 | 2 | B1.10 | 30 | CQUI | 1 | 1 | 1 | 2025
127 | IT004 | Cơ sở dữ liệu | IT004.Q16 | Vũ Minh Sang | 0 | HTTT | 04-11-2025 | 3 | 2 | B3.14 | 60 | CQUI | 1 | 1 | 1 | 2025
128 | IT004 | Cơ sở dữ liệu | IT004.Q17 | Đỗ Thị Minh Phụng | 0 | HTTT | 04-11-2025 | 3 | 2 | B1.12 | 30 | CQUI | 1 | 1 | 1 | 2025
129 | IT004 | Cơ sở dữ liệu | IT004.Q17 | Đỗ Thị Minh Phụng | 0 | HTTT | 04-11-2025 | 3 | 2 | B4.14 | 60 | CQUI | 1 | 1 | 1 | 2025
130 | IT004 | Cơ sở dữ liệu | IT004.Q18 | Dương Phi Long | 0 | HTTT | 04-11-2025 | 3 | 2 | B4.16 | 45 | CQUI | 1 | 1 | 1 | 2025
131 | IT004 | Cơ sở dữ liệu | IT004.Q18 | Dương Phi Long | 0 | HTTT | 04-11-2025 | 3 | 2 | B4.18 | 45 | CQUI | 1 | 1 | 1 | 2025
132 | IT004 | Cơ sở dữ liệu | IT004.Q19 | Nguyễn Đình Loan Phương | 0 | HTTT | 04-11-2025 | 3 | 2 | B3.20 | 45 | CQUI | 1 | 1 | 1 | 2025
133 | IT004 | Cơ sở dữ liệu | IT004.Q19 | Nguyễn Đình Loan Phương | 0 | HTTT | 04-11-2025 | 3 | 2 | B3.22 | 46 | CQUI | 1 | 1 | 1 | 2025
134 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q11 | Ngô Hiếu Trường | 20 | KTMT | 04-11-2025 | 3 | 3 | B1.16 | 41 | CQUI | 1 | 1 | 1 | 2025
